Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002277,Female,No,0,Graduate,No,3180000,0,71000,3600,0,Urban,N
LP002281,Male,Yes,0,Graduate,No,3033000,1459000,95000,3600,1,Urban,Y
LP002284,Male,No,0,Not Graduate,No,3902000,1666000,109000,3600,1,Rural,Y
LP002287,Female,No,0,Graduate,No,1500000,1800000,103000,3600,0,Semiurban,N
LP002288,Male,Yes,2,Not Graduate,No,2889000,0,45000,1800,0,Urban,N
LP002296,Male,No,0,Not Graduate,No,2755000,0,65000,3000,1,Rural,N
LP002297,Male,No,0,Graduate,No,2500000,20000000,103000,3600,1,Semiurban,Y
LP002300,Female,No,0,Not Graduate,No,1963000,0,53000,3600,1,Semiurban,Y
LP002301,Female,No,0,Graduate,Yes,7441000,0,194000,3600,1,Rural,N
LP002305,Female,No,0,Graduate,No,4547000,0,115000,3600,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,2167000,2400000,115000,3600,1,Urban,Y
LP002314,Female,No,0,Not Graduate,No,2213000,0,66000,3600,1,Rural,Y
LP002315,Male,Yes,1,Graduate,No,8300000,0,152000,3000,0,Semiurban,N
LP002317,Male,Yes,3+,Graduate,No,81000000,0,360000,3600,0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,3867000,0,62000,3600,1,Semiurban,N
LP002319,Male,Yes,0,Graduate,,6256000,0,160000,3600,,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,6096000,0,218000,3600,0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,2253000,2033000,110000,3600,1,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,2149000,3237000,178000,3600,0,Semiurban,N
LP002337,Female,No,0,Graduate,No,2995000,0,60000,3600,1,Urban,Y
LP002341,Female,No,1,Graduate,No,2600000,0,160000,3600,1,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,1600000,20000000,239000,3600,1,Urban,N
LP002345,Male,Yes,0,Graduate,No,1025000,2773000,112000,3600,1,Rural,Y
LP002347,Male,Yes,0,Graduate,No,3246000,1417000,138000,3600,1,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,5829000,0,138000,3600,1,Rural,Y
LP002357,Female,No,0,Not Graduate,No,2720000,0,80000,0,0,Urban,N
LP002361,Male,Yes,0,Graduate,No,1820000,1719000,100000,3600,1,Urban,Y
LP002362,Male,Yes,1,Graduate,No,7250000,1667000,110000,0,0,Urban,N
LP002364,Male,Yes,0,Graduate,No,14880000,0,96000,3600,1,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,2666000,4300000,121000,3600,1,Rural,Y
LP002367,Female,No,1,Not Graduate,No,4606000,0,81000,3600,1,Rural,N
LP002368,Male,Yes,2,Graduate,No,5935000,0,133000,3600,1,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,2920000,16120.0008,87000,3600,1,Rural,Y
LP002370,Male,No,0,Not Graduate,No,2717000,0,60000,1800,1,Urban,Y
LP002377,Female,No,1,Graduate,Yes,8624000,0,150000,3600,1,Semiurban,Y
LP002379,Male,No,0,Graduate,No,6500000,0,105000,3600,0,Rural,N
LP002386,Male,No,0,Graduate,,12876000,0,405000,3600,1,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,2425000,2340000,143000,3600,1,Semiurban,Y
LP002390,Male,No,0,Graduate,No,3750000,0,100000,3600,1,Urban,Y
LP002393,Female,,,Graduate,No,10047000,0,0,2400,1,Semiurban,Y
LP002398,Male,No,0,Graduate,No,1926000,1851000,50000,3600,1,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,2213000,1125000,0,3600,1,Urban,Y
LP002403,Male,No,0,Graduate,Yes,10416000,0,187000,3600,0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,7142000,0,138000,3600,1,Rural,Y
LP002408,Male,No,0,Graduate,No,3660000,5064000,187000,3600,1,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,7901000,1833000,180000,3600,1,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,4707000,1993000,148000,3600,1,Semiurban,Y
LP002422,Male,No,1,Graduate,No,37719000,0,152000,3600,1,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,7333000,8333000,175000,3000,,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,3466000,1210000,130000,3600,1,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,4652000,0,110000,3600,1,Rural,Y
LP002435,Male,Yes,0,Graduate,,3539000,1376000,55000,3600,1,Rural,N
LP002443,Male,Yes,2,Graduate,No,3340000,1710000,150000,3600,0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,2769000,1542000,190000,3600,,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,2309000,1255000,125000,3600,0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,1958000,1456000,60000,3000,,Urban,Y
LP002448,Male,Yes,0,Graduate,No,3948000,1733000,149000,3600,0,Rural,N
LP002449,Male,Yes,0,Graduate,No,2483000,2466000,90000,1800,0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,7085000,0,84000,3600,1,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,3859000,0,96000,3600,1,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,4301000,0,118000,3600,1,Urban,Y
LP002467,Male,Yes,0,Graduate,No,3708000,2569000,173000,3600,1,Urban,N
LP002472,Male,No,2,Graduate,No,4354000,0,136000,3600,1,Rural,Y
LP002473,Male,Yes,0,Graduate,No,8334000,0,160000,3600,1,Semiurban,N
LP002478,,Yes,0,Graduate,Yes,2083000,4083000,160000,3600,,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,7740000,0,128000,1800,1,Urban,Y
LP002487,Male,Yes,0,Graduate,No,3015000,2188000,153000,3600,1,Rural,Y
LP002489,Female,No,1,Not Graduate,,5191000,0,132000,3600,1,Semiurban,Y
LP002493,Male,No,0,Graduate,No,4166000,0,98000,3600,0,Semiurban,N
LP002494,Male,No,0,Graduate,No,6000000,0,140000,3600,1,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,2947000,1664000,70000,1800,0,Urban,N
LP002501,,Yes,0,Graduate,No,16692000,0,110000,3600,1,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,,210000,2917000,98000,3600,1,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,4333000,2451000,110000,3600,1,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,3450000,2079000,162000,3600,1,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,2653000,1500000,113000,1800,0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,4691000,0,100000,3600,1,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,2500000,0,93000,3600,,Urban,Y
LP002524,Male,No,2,Graduate,No,5532000,4648000,162000,3600,1,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,16525000,1014000,150000,3600,1,Rural,Y
LP002529,Male,Yes,2,Graduate,No,6700000,1750000,230000,3000,1,Semiurban,Y
LP002530,,Yes,2,Graduate,No,2873000,1872000,132000,3600,0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,16667000,2250000,86000,3600,1,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,2947000,1603000,0,3600,1,Urban,N
LP002534,Female,No,0,Not Graduate,No,4350000,0,154000,3600,1,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,3095000,0,113000,3600,1,Rural,Y
LP002537,Male,Yes,0,Graduate,No,2083000,3150000,128000,3600,1,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,10833000,0,234000,3600,1,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,8333000,0,246000,3600,1,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,1958000,2436000,131000,3600,1,Rural,Y
LP002545,Male,No,2,Graduate,No,3547000,0,80000,3600,0,Rural,N
LP002547,Male,Yes,1,Graduate,No,18333000,0,500000,3600,1,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,4583000,2083000,160000,3600,1,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2435000,0,75000,3600,1,Urban,N
LP002560,Male,No,0,Not Graduate,No,2699000,2785000,96000,3600,,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,5333000,1131000,186000,3600,,Urban,Y
LP002571,Male,No,0,Not Graduate,No,3691000,0,110000,3600,1,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,17263000,0,225000,3600,1,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,3597000,2157000,119000,3600,0,Rural,N
LP002586,Female,Yes,1,Graduate,No,3326000,913000,105000,840,1,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,2600000,1700000,107000,3600,1,Rural,Y
LP002588,Male,Yes,0,Graduate,No,4625000,2857000,111000,120,,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,2895000,0,95000,3600,1,Semiurban,Y
LP002602,Male,No,0,Graduate,No,6283000,4416000,209000,3600,0,Rural,N
LP002603,Female,No,0,Graduate,No,645000,3683000,113000,4800,1,Rural,Y
LP002606,Female,No,0,Graduate,No,3159000,0,100000,3600,1,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,4865000,5624000,208000,3600,1,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,4050000,5302000,138000,3600,,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,3814000,1483000,124000,3000,1,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,3510000,4416000,243000,3600,1,Rural,Y
LP002624,Male,Yes,0,Graduate,No,20833000,6667000,480000,3600,,Urban,Y
LP002625,,No,0,Graduate,No,3583000,0,96000,3600,1,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,2479000,3013000,188000,3600,1,Urban,Y
LP002634,Female,No,1,Graduate,No,13262000,0,40000,3600,1,Urban,Y
LP002637,Male,No,0,Not Graduate,No,3598000,1287000,100000,3600,1,Rural,N
LP002640,Male,Yes,1,Graduate,No,6065000,2004000,250000,3600,1,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,3283000,2035000,148000,3600,1,Urban,Y
LP002648,Male,Yes,0,Graduate,No,2130000,6666000,70000,1800,1,Semiurban,N
LP002652,Male,No,0,Graduate,No,5815000,3666000,311000,3600,1,Rural,N
LP002659,Male,Yes,3+,Graduate,No,3466000,3428000,150000,3600,1,Rural,Y
LP002670,Female,Yes,2,Graduate,No,2031000,1632000,113000,4800,1,Semiurban,Y
LP002682,Male,Yes,,Not Graduate,No,3074000,1800000,123000,3600,0,Semiurban,N
LP002683,Male,No,0,Graduate,No,4683000,1915000,185000,3600,1,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,3400000,0,95000,3600,1,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,2192000,1742000,45000,3600,1,Semiurban,Y
LP002690,Male,No,0,Graduate,No,2500000,0,55000,3600,1,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,5677000,1424000,100000,3600,1,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,7948000,7166000,480000,3600,1,Rural,Y
LP002697,Male,No,0,Graduate,No,4680000,2087000,0,3600,1,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,17500000,0,400000,3600,1,Rural,Y
LP002705,Male,Yes,0,Graduate,No,3775000,0,110000,3600,1,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,5285000,1430000,161000,3600,0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,2679000,1302000,94000,3600,1,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,6783000,0,130000,3600,1,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,1025000,5500000,216000,3600,,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,4281000,0,100000,3600,1,Urban,Y
LP002723,Male,No,2,Graduate,No,3588000,0,110000,3600,0,Rural,N
LP002729,Male,No,1,Graduate,No,11250000,0,196000,3600,,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,18165000,0,125000,3600,1,Urban,Y
LP002732,Male,No,0,Not Graduate,,2550000,2042000,126000,3600,1,Rural,Y
LP002734,Male,Yes,0,Graduate,No,6133000,3906000,324000,3600,1,Urban,Y
LP002738,Male,No,2,Graduate,No,3617000,0,107000,3600,1,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,2917000,536000,66000,3600,1,Rural,N
LP002740,Male,Yes,3+,Graduate,No,6417000,0,157000,1800,1,Rural,Y
LP002741,Female,Yes,1,Graduate,No,4608000,2845000,140000,1800,1,Semiurban,Y
LP002743,Female,No,0,Graduate,No,2138000,0,99000,3600,0,Semiurban,N
LP002753,Female,No,1,Graduate,,3652000,0,95000,3600,1,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,2239000,2524000,128000,3600,1,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,3017000,663000,102000,3600,,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,2768000,1950000,155000,3600,1,Rural,Y
LP002768,Male,No,0,Not Graduate,No,3358000,0,80000,360,1,Semiurban,N
LP002772,Male,No,0,Graduate,No,2526000,1783000,145000,3600,1,Rural,Y
LP002776,Female,No,0,Graduate,No,5000000,0,103000,3600,0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,2785000,2016000,110000,3600,1,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,6633000,0,0,3600,0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,2492000,2375000,0,3600,1,Rural,Y
LP002785,Male,Yes,1,Graduate,No,3333000,3250000,158000,3600,1,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,2454000,2333000,181000,3600,0,Urban,N
LP002789,Male,Yes,0,Graduate,No,3593000,4266000,132000,1800,0,Rural,N
LP002792,Male,Yes,1,Graduate,No,5468000,1032000,26000,3600,1,Semiurban,Y
LP002794,Female,No,0,Graduate,No,2667000,1625000,84000,3600,,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,10139000,0,260000,3600,1,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,3887000,2669000,162000,3600,1,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,4180000,2306000,182000,3600,1,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675000,242000,108000,3600,1,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,19484000,0,600000,3600,1,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,5923000,2054000,211000,3600,1,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,5800000,0,132000,3600,1,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,8799000,0,258000,3600,0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,4467000,0,120000,3600,,Rural,Y
LP002836,Male,No,0,Graduate,No,3333000,0,70000,3600,1,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,3400000,2500000,123000,3600,0,Rural,N
LP002840,Female,No,0,Graduate,No,2378000,0,9000,3600,1,Urban,N
LP002841,Male,Yes,0,Graduate,No,3166000,2064000,104000,3600,0,Urban,N
LP002842,Male,Yes,1,Graduate,No,3417000,1750000,186000,3600,1,Urban,Y
LP002847,Male,Yes,,Graduate,No,5116000,1451000,165000,3600,0,Urban,N
LP002855,Male,Yes,2,Graduate,No,16666000,0,275000,3600,1,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,6125000,1625000,187000,4800,1,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,6406000,0,150000,3600,1,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,3159000,461000,108000,840,1,Urban,Y
LP002872,,Yes,0,Graduate,No,3087000,2210000,136000,3600,0,Semiurban,N
LP002874,Male,No,0,Graduate,No,3229000,2739000,110000,3600,1,Urban,Y
LP002877,Male,Yes,1,Graduate,No,1782000,2232000,107000,3600,1,Rural,Y
LP002888,Male,No,0,Graduate,,3182000,2917000,161000,3600,1,Urban,Y
LP002892,Male,Yes,2,Graduate,No,6540000,0,205000,3600,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1836000,33837000,90000,3600,1,Urban,N
LP002894,Female,Yes,0,Graduate,No,3166000,0,36000,3600,1,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1880000,0,61000,3600,,Rural,N
LP002911,Male,Yes,1,Graduate,No,2787000,1917000,146000,3600,0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283000,3000000,172000,840,1,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297000,1522000,104000,3600,1,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165000,0,70000,3600,1,Semiurban,Y
LP002925,,No,0,Graduate,No,4750000,0,94000,3600,1,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726000,0,106000,3600,0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000000,3416000,56000,1800,1,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000000,0,205000,2400,1,Semiurban,N
LP002933,,No,3+,Graduate,Yes,9357000,0,292000,3600,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859000,3300000,142000,1800,1,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120000,0,260000,3600,1,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833000,0,110000,3600,1,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383000,1000000,187000,3600,1,Rural,N
LP002943,Male,No,,Graduate,No,2987000,0,88000,3600,0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963000,0,180000,3600,1,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780000,0,192000,3600,1,Urban,Y
LP002949,Female,No,3+,Graduate,,416000,41667000,350000,1800,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,2894000,2792000,155000,3600,1,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,5703000,0,128000,3600,1,Urban,Y
LP002958,Male,No,0,Graduate,No,3676000,4301000,172000,3600,1,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000000,0,496000,3600,1,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400000,3800000,0,1800,1,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400000,2500000,173000,3600,1,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987000,1411000,157000,3600,1,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232000,1950000,108000,3600,1,Rural,Y
LP002978,Female,No,0,Graduate,No,2900000,0,71000,3600,1,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4106000,0,40000,1800,1,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072000,240000,253000,3600,1,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583000,0,187000,3600,1,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583000,0,133000,3600,0,Semiurban,N
LP001002,Male,No,0,Graduate,No,584900,0,0,1800,1,Urban,Y
LP001003,Male,Yes,1,Graduate,No,458300,150800,12800,1800,1,Rural,N
LP001005,Male,Yes,0,Graduate,Yes,300000,0,6600,1800,1,Urban,Y
LP001006,Male,Yes,0,Not Graduate,No,258300,235800,12000,1800,1,Urban,Y
LP001008,Male,No,0,Graduate,No,600000,0,14100,1800,1,Urban,Y
LP001011,Male,Yes,2,Graduate,Yes,541700,419600,26700,1800,1,Urban,Y
LP001013,Male,Yes,0,Not Graduate,No,233300,151600,9500,1800,1,Urban,Y
LP001014,Male,Yes,3+,Graduate,No,303600,250400,15800,1800,0,Semiurban,N
LP001018,Male,Yes,2,Graduate,No,400600,152600,16800,1800,1,Urban,Y
LP001020,Male,Yes,1,Graduate,No,1284100,1096800,34900,1800,1,Semiurban,N
LP001024,Male,Yes,2,Graduate,No,320000,70000,7000,1800,1,Urban,Y
LP001027,Male,Yes,2,Graduate,,250000,184000,10900,1800,1,Urban,Y
LP001028,Male,Yes,2,Graduate,No,307300,810600,20000,1800,1,Urban,Y
LP001029,Male,No,0,Graduate,No,185300,284000,11400,1800,1,Rural,N
LP001030,Male,Yes,2,Graduate,No,129900,108600,1700,600,1,Urban,Y
LP001032,Male,No,0,Graduate,No,495000,0,12500,1800,1,Urban,Y
LP001034,Male,No,1,Not Graduate,No,359600,0,10000,1200,,Urban,Y
LP001036,Female,No,0,Graduate,No,351000,0,7600,1800,0,Urban,N
LP001038,Male,Yes,0,Not Graduate,No,488700,0,13300,1800,1,Rural,N
LP001041,Male,Yes,0,Graduate,,260000,350000,11500,0,1,Urban,Y
LP001043,Male,Yes,0,Not Graduate,No,766000,0,10400,1800,0,Urban,N
LP001046,Male,Yes,1,Graduate,No,595500,562500,31500,1800,1,Urban,Y
LP001047,Male,Yes,0,Not Graduate,No,260000,191100,11600,1800,0,Semiurban,N
LP001050,,Yes,2,Not Graduate,No,336500,191700,11200,1800,0,Rural,N
LP001052,Male,Yes,1,Graduate,,371700,292500,15100,1800,,Semiurban,N
LP001066,Male,Yes,0,Graduate,Yes,956000,0,19100,1800,1,Semiurban,Y
LP001068,Male,Yes,0,Graduate,No,279900,225300,12200,1800,1,Semiurban,Y
LP001073,Male,Yes,2,Not Graduate,No,422600,104000,11000,1800,1,Urban,Y
LP001086,Male,No,0,Not Graduate,No,144200,0,3500,1800,1,Urban,N
LP001087,Female,No,2,Graduate,,375000,208300,12000,1800,1,Semiurban,Y
LP001091,Male,Yes,1,Graduate,,416600,336900,20100,1800,,Urban,N
LP001095,Male,No,0,Graduate,No,316700,0,7400,1800,1,Urban,N
LP001097,Male,No,1,Graduate,Yes,469200,0,10600,1800,1,Rural,N
LP001098,Male,Yes,0,Graduate,No,350000,166700,11400,1800,1,Semiurban,Y
LP001100,Male,No,3+,Graduate,No,1250000,300000,32000,1800,1,Rural,N
LP001106,Male,Yes,0,Graduate,No,227500,206700,0,1800,1,Urban,Y
LP001109,Male,Yes,0,Graduate,No,182800,133000,10000,0,0,Urban,N
LP001112,Female,Yes,0,Graduate,No,366700,145900,14400,1800,1,Semiurban,Y
LP001114,Male,No,0,Graduate,No,416600,721000,18400,1800,1,Urban,Y
LP001116,Male,No,0,Not Graduate,No,374800,166800,11000,1800,1,Semiurban,Y
LP001119,Male,No,0,Graduate,No,360000,0,8000,1800,1,Urban,N
LP001120,Male,No,0,Graduate,No,180000,121300,4700,1800,1,Urban,Y
LP001123,Male,Yes,0,Graduate,No,240000,0,7500,1800,,Urban,Y
LP001131,Male,Yes,0,Graduate,No,394100,233600,13400,1800,1,Semiurban,Y
LP001136,Male,Yes,0,Not Graduate,Yes,469500,0,9600,0,1,Urban,Y
LP001137,Female,No,0,Graduate,No,341000,0,8800,0,1,Urban,Y
LP001138,Male,Yes,1,Graduate,No,564900,0,4400,1800,1,Urban,Y
LP001144,Male,Yes,0,Graduate,No,582100,0,14400,1800,1,Urban,Y
LP001146,Female,Yes,0,Graduate,No,264500,344000,12000,1800,0,Urban,N
LP001151,Female,No,0,Graduate,No,400000,227500,14400,1800,1,Semiurban,Y
LP001155,Female,Yes,0,Not Graduate,No,192800,164400,10000,1800,1,Semiurban,Y
LP001157,Female,No,0,Graduate,No,308600,0,12000,1800,1,Semiurban,Y
LP001164,Female,No,0,Graduate,No,423000,0,11200,1800,1,Semiurban,N
LP001179,Male,Yes,2,Graduate,No,461600,0,13400,1800,1,Urban,N
LP001186,Female,Yes,1,Graduate,Yes,1150000,0,28600,1800,0,Urban,N
LP001194,Male,Yes,2,Graduate,No,270800,116700,9700,1800,1,Semiurban,Y
LP001195,Male,Yes,0,Graduate,No,213200,159100,9600,1800,1,Semiurban,Y
LP001197,Male,Yes,0,Graduate,No,336600,220000,13500,1800,1,Rural,N
LP001198,Male,Yes,1,Graduate,No,808000,225000,18000,1800,1,Urban,Y
LP001199,Male,Yes,2,Not Graduate,No,335700,285900,14400,1800,1,Urban,Y
LP001205,Male,Yes,0,Graduate,No,250000,379600,12000,1800,1,Urban,Y
LP001206,Male,Yes,3+,Graduate,No,302900,0,9900,1800,1,Urban,Y
LP001207,Male,Yes,0,Not Graduate,Yes,260900,344900,16500,900,0,Rural,N
LP001213,Male,Yes,1,Graduate,No,494500,0,0,1800,0,Rural,N
LP001222,Female,No,0,Graduate,No,416600,0,11600,1800,0,Semiurban,N
LP001225,Male,Yes,0,Graduate,No,572600,459500,25800,1800,1,Semiurban,N
LP001228,Male,No,0,Not Graduate,No,320000,225400,12600,900,0,Urban,N
LP001233,Male,Yes,1,Graduate,No,1075000,0,31200,1800,1,Urban,Y
LP001238,Male,Yes,3+,Not Graduate,Yes,710000,0,12500,300,1,Urban,Y
LP001241,Female,No,0,Graduate,No,430000,0,13600,1800,0,Semiurban,N
LP001243,Male,Yes,0,Graduate,No,320800,306600,17200,1800,1,Urban,Y
LP001245,Male,Yes,2,Not Graduate,Yes,187500,187500,9700,1800,1,Semiurban,Y
LP001248,Male,No,0,Graduate,No,350000,0,8100,1500,1,Semiurban,Y
LP001250,Male,Yes,3+,Not Graduate,No,475500,0,9500,0,0,Semiurban,N
LP001253,Male,Yes,3+,Graduate,Yes,526600,177400,18700,1800,1,Semiurban,Y
LP001255,Male,No,0,Graduate,No,375000,0,11300,2400,1,Urban,N
LP001256,Male,No,0,Graduate,No,375000,475000,17600,1800,1,Urban,N
LP001259,Male,Yes,1,Graduate,Yes,100000,302200,11000,1800,1,Urban,N
LP001263,Male,Yes,3+,Graduate,No,316700,400000,18000,1500,0,Semiurban,N
LP001264,Male,Yes,3+,Not Graduate,Yes,333300,216600,13000,1800,,Semiurban,Y
LP001265,Female,No,0,Graduate,No,384600,0,11100,1800,1,Semiurban,Y
LP001266,Male,Yes,1,Graduate,Yes,239500,0,0,1800,1,Semiurban,Y
LP001267,Female,Yes,2,Graduate,No,137800,188100,16700,1800,1,Urban,N
LP001273,Male,Yes,0,Graduate,No,600000,225000,26500,1800,,Semiurban,N
LP001275,Male,Yes,1,Graduate,No,398800,0,5000,1200,1,Urban,Y
LP001279,Male,No,0,Graduate,No,236600,253100,13600,1800,1,Semiurban,Y
LP001280,Male,Yes,2,Not Graduate,No,333300,200000,9900,1800,,Semiurban,Y
LP001282,Male,Yes,0,Graduate,No,250000,211800,10400,1800,1,Semiurban,Y
LP001289,Male,No,0,Graduate,No,856600,0,21000,1800,1,Urban,Y
LP001310,Male,Yes,0,Graduate,No,569500,416700,17500,1800,1,Semiurban,Y
LP001316,Male,Yes,0,Graduate,No,295800,290000,13100,1800,1,Semiurban,Y
LP001318,Male,Yes,2,Graduate,No,625000,565400,18800,900,1,Semiurban,Y
LP001319,Male,Yes,2,Not Graduate,No,327300,182000,8100,1800,1,Urban,Y
LP001322,Male,No,0,Graduate,No,413300,0,12200,1800,1,Semiurban,Y
LP001325,Male,No,0,Not Graduate,No,362000,0,2500,600,1,Semiurban,Y
LP001326,Male,No,0,Graduate,,678200,0,0,1800,,Urban,N
LP001327,Female,Yes,0,Graduate,No,248400,230200,13700,1800,1,Semiurban,Y
LP001333,Male,Yes,0,Graduate,No,197700,99700,5000,1800,1,Semiurban,Y
LP001334,Male,Yes,0,Not Graduate,No,418800,0,11500,900,1,Semiurban,Y
LP001343,Male,Yes,0,Graduate,No,175900,354100,13100,1800,1,Semiurban,Y
LP001345,Male,Yes,2,Not Graduate,No,428800,326300,13300,900,1,Urban,Y
LP001349,Male,No,0,Graduate,No,484300,380600,15100,1800,1,Semiurban,Y
LP001350,Male,Yes,,Graduate,No,1365000,0,0,1800,1,Urban,Y
LP001356,Male,Yes,0,Graduate,No,465200,358300,0,1800,1,Semiurban,Y
LP001357,Male,,,Graduate,No,381600,75400,16000,1800,1,Urban,Y
LP001367,Male,Yes,1,Graduate,No,305200,103000,10000,1800,1,Urban,Y
